# time step,model 2 server believed rewards, model 2 true rewards, random true rewards
468.0,6.806800,1.008000,0.653100
469.0,6.804400,1.008100,0.653100
470.0,6.802500,1.008100,0.653300
471.0,6.801300,1.008200,0.653200
472.0,6.799000,1.008200,0.653400
473.0,6.798400,1.008400,0.653500
474.0,6.796900,1.008500,0.653600
475.0,6.793700,1.008600,0.653600
476.0,6.793000,1.008700,0.653500
477.0,6.793200,1.008900,0.653600
478.0,6.791900,1.009000,0.653600
479.0,6.790900,1.009200,0.653300
480.0,6.787100,1.009200,0.653300
481.0,6.785400,1.009300,0.653300
482.0,6.784300,1.009300,0.653000
483.0,6.783400,1.009400,0.653000
484.0,6.782300,1.009600,0.652900
485.0,6.780700,1.009700,0.653100
486.0,6.777700,1.009800,0.653000
487.0,6.774900,1.009800,0.652900
488.0,6.773500,1.010000,0.653000
489.0,6.773300,1.010100,0.652900
490.0,6.772400,1.010200,0.652900
491.0,6.770300,1.010200,0.652900
492.0,6.767200,1.010300,0.653100
493.0,6.763700,1.010300,0.653000
494.0,6.760300,1.010300,0.653000
495.0,6.759400,1.010400,0.652900
496.0,6.758900,1.010600,0.652800
497.0,6.756500,1.010600,0.652700
498.0,6.756700,1.010800,0.652900
499.0,6.754700,1.010900,0.653000
500.0,6.753400,1.011000,0.653000
501.0,6.751500,1.011100,0.652900
502.0,6.748300,1.011100,0.652800
503.0,6.745700,1.011300,0.653100
504.0,6.745300,1.011400,0.653300
505.0,6.743900,1.011400,0.653100
506.0,6.743900,1.011700,0.653100
507.0,6.740300,1.011600,0.653200
508.0,6.738900,1.011700,0.653100
509.0,6.736400,1.011800,0.653300
510.0,6.735500,1.011800,0.653400
511.0,6.734900,1.012000,0.653200
512.0,6.732900,1.012000,0.653400
513.0,6.731500,1.012100,0.653500
514.0,6.728600,1.012100,0.653600
515.0,6.727400,1.012300,0.653700
516.0,6.725200,1.012300,0.653800
517.0,6.722700,1.012400,0.653800
518.0,6.720900,1.012500,0.653700
519.0,6.718500,1.012500,0.653600
520.0,6.715700,1.012600,0.653600
521.0,6.714200,1.012700,0.653800
