# time step,reward random diff model 3
23339.0,-0.000300
23340.0,-0.000300
23341.0,-0.000300
23342.0,-0.000300
23343.0,-0.000300
23344.0,-0.000300
23345.0,-0.000300
23346.0,-0.000300
23347.0,-0.000300
23348.0,-0.000300
23349.0,-0.000300
23350.0,-0.000300
23351.0,-0.000300
23352.0,-0.000300
23353.0,-0.000300
23354.0,-0.000300
23355.0,-0.000300
23356.0,-0.000300
23357.0,-0.000300
23358.0,-0.000300
23359.0,-0.000300
23360.0,-0.000300
23361.0,-0.000300
23362.0,-0.000300
23363.0,-0.000300
23364.0,-0.000300
23365.0,-0.000300
23366.0,-0.000300
23367.0,-0.000300
23368.0,-0.000300
23369.0,-0.000300
23370.0,-0.000300
23371.0,-0.000300
23372.0,-0.000300
23373.0,-0.000300
23374.0,-0.000300
23375.0,-0.000300
23376.0,-0.000300
23377.0,-0.000300
23378.0,-0.000300
23379.0,-0.000300
23380.0,-0.000300
23381.0,-0.000300
23382.0,-0.000300
23383.0,-0.000300
23384.0,-0.000300
23385.0,-0.000300
23386.0,-0.000300
23387.0,-0.000300
23388.0,-0.000300
23389.0,-0.000300
23390.0,-0.000300
23391.0,-0.000300
23392.0,-0.000300
23393.0,-0.000300
23394.0,-0.000300
23395.0,-0.000300
23396.0,-0.000300
23397.0,-0.000300
23398.0,-0.000300
23399.0,-0.000300
23400.0,-0.000300
23401.0,-0.000300
23402.0,-0.000300
23403.0,-0.000300
23404.0,-0.000300
23405.0,-0.000300
23406.0,-0.000300
23407.0,-0.000300
23408.0,-0.000300
23409.0,-0.000300
23410.0,-0.000300
23411.0,-0.000300
23412.0,-0.000300
23413.0,-0.000300
23414.0,-0.000300
23415.0,-0.000300
23416.0,-0.000300
23417.0,-0.000300
23418.0,-0.000300
23419.0,-0.000300
23420.0,-0.000300
23421.0,-0.000300
23422.0,-0.000300
23423.0,-0.000300
23424.0,-0.000300
23425.0,-0.000300
23426.0,-0.000300
23427.0,-0.000300
23428.0,-0.000300
23429.0,-0.000300
23430.0,-0.000300
23431.0,-0.000300
23432.0,-0.000300
23433.0,-0.000300
23434.0,-0.000300
23435.0,-0.000300
23436.0,-0.000300
23437.0,-0.000300
23438.0,-0.000300
23439.0,-0.000300
23440.0,-0.000300
23441.0,-0.000300
23442.0,-0.000300
23443.0,-0.000300
23444.0,-0.000300
23445.0,-0.000300
23446.0,-0.000300
23447.0,-0.000300
23448.0,-0.000300
23449.0,-0.000300
23450.0,-0.000300
23451.0,-0.000300
23452.0,-0.000300
23453.0,-0.000300
23454.0,-0.000300
23455.0,-0.000300
23456.0,-0.000300
23457.0,-0.000300
23458.0,-0.000300
23459.0,-0.000300
23460.0,-0.000300
23461.0,-0.000300
23462.0,-0.000300
23463.0,-0.000300
23464.0,-0.000300
23465.0,-0.000300
23466.0,-0.000300
23467.0,-0.000300
23468.0,-0.000300
23469.0,-0.000300
23470.0,-0.000300
23471.0,-0.000300
23472.0,-0.000300
23473.0,-0.000300
23474.0,-0.000300
23475.0,-0.000300
23476.0,-0.000300
23477.0,-0.000300
23478.0,-0.000300
23479.0,-0.000300
23480.0,-0.000300
23481.0,-0.000300
23482.0,-0.000300
23483.0,-0.000300
23484.0,-0.000300
23485.0,-0.000300
23486.0,-0.000300
23487.0,-0.000300
23488.0,-0.000300
23489.0,-0.000300
23490.0,-0.000300
23491.0,-0.000300
23492.0,-0.000300
23493.0,-0.000300
23494.0,-0.000300
23495.0,-0.000300
23496.0,-0.000300
23497.0,-0.000300
23498.0,-0.000300
23499.0,-0.000300
23500.0,-0.000300
23501.0,-0.000300
23502.0,-0.000300
23503.0,-0.000300
23504.0,-0.000300
23505.0,-0.000300
23506.0,-0.000300
23507.0,-0.000300
23508.0,-0.000300
23509.0,-0.000300
23510.0,-0.000300
23511.0,-0.000300
23512.0,-0.000300
23513.0,-0.000300
23514.0,-0.000300
23515.0,-0.000300
23516.0,-0.000300
23517.0,-0.000300
23518.0,-0.000300
23519.0,-0.000300
23520.0,-0.000300
23521.0,-0.000300
23522.0,-0.000300
23523.0,-0.000300
23524.0,-0.000300
23525.0,-0.000300
23526.0,-0.000300
23527.0,-0.000300
23528.0,-0.000300
23529.0,-0.000300
23530.0,-0.000300
23531.0,-0.000300
23532.0,-0.000300
23533.0,-0.000300
23534.0,-0.000300
23535.0,-0.000300
23536.0,-0.000300
23537.0,-0.000300
23538.0,-0.000300
23539.0,-0.000300
23540.0,-0.000300
23541.0,-0.000300
23542.0,-0.000300
23543.0,-0.000300
23544.0,-0.000300
23545.0,-0.000300
23546.0,-0.000300
23547.0,-0.000300
23548.0,-0.000300
23549.0,-0.000300
23550.0,-0.000300
23551.0,-0.000300
23552.0,-0.000300
23553.0,-0.000300
23554.0,-0.000300
23555.0,-0.000300
23556.0,-0.000300
23557.0,-0.000300
23558.0,-0.000300
23559.0,-0.000300
23560.0,-0.000300
23561.0,-0.000300
23562.0,-0.000300
23563.0,-0.000300
23564.0,-0.000300
23565.0,-0.000300
23566.0,-0.000300
23567.0,-0.000300
23568.0,-0.000300
23569.0,-0.000300
23570.0,-0.000300
23571.0,-0.000300
23572.0,-0.000300
23573.0,-0.000300
23574.0,-0.000300
23575.0,-0.000300
23576.0,-0.000300
23577.0,-0.000300
23578.0,-0.000300
23579.0,-0.000300
23580.0,-0.000300
23581.0,-0.000300
23582.0,-0.000300
23583.0,-0.000300
23584.0,-0.000300
23585.0,-0.000300
23586.0,-0.000300
23587.0,-0.000300
23588.0,-0.000300
23589.0,-0.000300
23590.0,-0.000300
23591.0,-0.000300
23592.0,-0.000300
23593.0,-0.000300
23594.0,-0.000300
23595.0,-0.000300
23596.0,-0.000300
23597.0,-0.000300
23598.0,-0.000300
23599.0,-0.000300
23600.0,-0.000300
23601.0,-0.000300
23602.0,-0.000300
23603.0,-0.000300
23604.0,-0.000300
23605.0,-0.000300
23606.0,-0.000300
23607.0,-0.000300
23608.0,-0.000300
23609.0,-0.000300
23610.0,-0.000300
23611.0,-0.000300
23612.0,-0.000300
23613.0,-0.000300
23614.0,-0.000300
23615.0,-0.000300
23616.0,-0.000300
23617.0,-0.000300
23618.0,-0.000300
23619.0,-0.000300
23620.0,-0.000300
23621.0,-0.000300
23622.0,-0.000300
23623.0,-0.000300
23624.0,-0.000300
23625.0,-0.000300
23626.0,-0.000300
23627.0,-0.000300
23628.0,-0.000300
23629.0,-0.000300
23630.0,-0.000300
23631.0,-0.000300
23632.0,-0.000300
23633.0,-0.000300
23634.0,-0.000300
23635.0,-0.000300
23636.0,-0.000300
23637.0,-0.000300
23638.0,-0.000300
23639.0,-0.000300
23640.0,-0.000300
23641.0,-0.000300
23642.0,-0.000300
23643.0,-0.000300
23644.0,-0.000300
23645.0,-0.000300
23646.0,-0.000300
23647.0,-0.000300
23648.0,-0.000300
23649.0,-0.000300
23650.0,-0.000300
23651.0,-0.000300
23652.0,-0.000300
23653.0,-0.000300
23654.0,-0.000300
23655.0,-0.000300
23656.0,-0.000300
23657.0,-0.000300
23658.0,-0.000300
23659.0,-0.000300
23660.0,-0.000300
23661.0,-0.000300
23662.0,-0.000300
23663.0,-0.000300
23664.0,-0.000300
23665.0,-0.000300
23666.0,-0.000300
23667.0,-0.000300
23668.0,-0.000300
23669.0,-0.000300
23670.0,-0.000300
23671.0,-0.000300
23672.0,-0.000300
23673.0,-0.000300
23674.0,-0.000300
23675.0,-0.000300
23676.0,-0.000300
23677.0,-0.000300
23678.0,-0.000300
23679.0,-0.000300
23680.0,-0.000300
23681.0,-0.000300
23682.0,-0.000300
23683.0,-0.000300
23684.0,-0.000300
23685.0,-0.000300
23686.0,-0.000300
23687.0,-0.000300
23688.0,-0.000300
23689.0,-0.000300
23690.0,-0.000300
23691.0,-0.000300
23692.0,-0.000300
23693.0,-0.000300
23694.0,-0.000300
23695.0,-0.000300
23696.0,-0.000300
23697.0,-0.000300
23698.0,-0.000300
23699.0,-0.000300
23700.0,-0.000300
23701.0,-0.000300
23702.0,-0.000300
23703.0,-0.000300
23704.0,-0.000300
23705.0,-0.000300
23706.0,-0.000300
23707.0,-0.000300
23708.0,-0.000300
23709.0,-0.000300
23710.0,-0.000300
23711.0,-0.000300
23712.0,-0.000300
23713.0,-0.000300
23714.0,-0.000300
23715.0,-0.000300
23716.0,-0.000300
23717.0,-0.000300
23718.0,-0.000300
23719.0,-0.000300
23720.0,-0.000300
23721.0,-0.000300
23722.0,-0.000300
23723.0,-0.000300
23724.0,-0.000300
23725.0,-0.000300
23726.0,-0.000300
23727.0,-0.000300
23728.0,-0.000300
23729.0,-0.000300
23730.0,-0.000300
23731.0,-0.000300
23732.0,-0.000300
23733.0,-0.000300
23734.0,-0.000300
23735.0,-0.000300
23736.0,-0.000300
23737.0,-0.000300
23738.0,-0.000300
23739.0,-0.000300
23740.0,-0.000300
23741.0,-0.000300
23742.0,-0.000300
23743.0,-0.000300
23744.0,-0.000300
23745.0,-0.000300
23746.0,-0.000300
23747.0,-0.000300
23748.0,-0.000300
23749.0,-0.000300
23750.0,-0.000300
23751.0,-0.000300
23752.0,-0.000300
23753.0,-0.000300
23754.0,-0.000300
23755.0,-0.000300
23756.0,-0.000300
23757.0,-0.000300
23758.0,-0.000300
23759.0,-0.000300
23760.0,-0.000300
23761.0,-0.000300
23762.0,-0.000300
23763.0,-0.000300
23764.0,-0.000300
23765.0,-0.000300
23766.0,-0.000300
23767.0,-0.000300
23768.0,-0.000300
23769.0,-0.000300
23770.0,-0.000300
23771.0,-0.000300
23772.0,-0.000300
23773.0,-0.000300
23774.0,-0.000300
23775.0,-0.000300
23776.0,-0.000300
23777.0,-0.000300
23778.0,-0.000300
23779.0,-0.000300
23780.0,-0.000300
23781.0,-0.000300
23782.0,-0.000300
23783.0,-0.000300
23784.0,-0.000300
23785.0,-0.000300
23786.0,-0.000300
23787.0,-0.000300
23788.0,-0.000300
23789.0,-0.000300
23790.0,-0.000300
23791.0,-0.000300
23792.0,-0.000300
23793.0,-0.000300
23794.0,-0.000300
23795.0,-0.000300
23796.0,-0.000300
23797.0,-0.000300
23798.0,-0.000300
23799.0,-0.000300
23800.0,-0.000300
23801.0,-0.000300
23802.0,-0.000300
23803.0,-0.000300
23804.0,-0.000300
23805.0,-0.000300
23806.0,-0.000300
23807.0,-0.000300
23808.0,-0.000300
23809.0,-0.000300
23810.0,-0.000300
23811.0,-0.000300
23812.0,-0.000300
23813.0,-0.000300
23814.0,-0.000300
23815.0,-0.000300
23816.0,-0.000300
23817.0,-0.000300
23818.0,-0.000300
23819.0,-0.000300
23820.0,-0.000300
23821.0,-0.000300
23822.0,-0.000300
23823.0,-0.000300
23824.0,-0.000300
23825.0,-0.000300
23826.0,-0.000300
23827.0,-0.000300
23828.0,-0.000300
23829.0,-0.000300
23830.0,-0.000300
23831.0,-0.000300
23832.0,-0.000300
23833.0,-0.000300
23834.0,-0.000300
23835.0,-0.000300
23836.0,-0.000300
23837.0,-0.000300
23838.0,-0.000300
23839.0,-0.000300
23840.0,-0.000300
23841.0,-0.000300
23842.0,-0.000300
23843.0,-0.000300
23844.0,-0.000300
23845.0,-0.000300
23846.0,-0.000300
23847.0,-0.000300
23848.0,-0.000300
23849.0,-0.000300
23850.0,-0.000300
23851.0,-0.000300
23852.0,-0.000300
23853.0,-0.000300
23854.0,-0.000300
23855.0,-0.000300
23856.0,-0.000300
23857.0,-0.000300
23858.0,-0.000300
23859.0,-0.000300
23860.0,-0.000300
23861.0,-0.000300
23862.0,-0.000300
23863.0,-0.000300
23864.0,-0.000300
23865.0,-0.000300
23866.0,-0.000300
23867.0,-0.000300
23868.0,-0.000300
23869.0,-0.000300
23870.0,-0.000300
23871.0,-0.000300
23872.0,-0.000300
23873.0,-0.000300
23874.0,-0.000300
23875.0,-0.000300
23876.0,-0.000300
23877.0,-0.000300
23878.0,-0.000300
23879.0,-0.000300
23880.0,-0.000300
23881.0,-0.000300
23882.0,-0.000300
23883.0,-0.000300
23884.0,-0.000300
23885.0,-0.000300
23886.0,-0.000300
23887.0,-0.000300
23888.0,-0.000300
23889.0,-0.000300
23890.0,-0.000300
23891.0,-0.000300
23892.0,-0.000300
23893.0,-0.000300
23894.0,-0.000300
23895.0,-0.000300
23896.0,-0.000300
23897.0,-0.000300
23898.0,-0.000300
23899.0,-0.000300
23900.0,-0.000300
23901.0,-0.000300
23902.0,-0.000300
23903.0,-0.000300
23904.0,-0.000300
23905.0,-0.000300
23906.0,-0.000300
23907.0,-0.000300
23908.0,-0.000300
23909.0,-0.000300
23910.0,-0.000300
23911.0,-0.000300
23912.0,-0.000300
23913.0,-0.000300
23914.0,-0.000300
23915.0,-0.000300
23916.0,-0.000300
23917.0,-0.000300
23918.0,-0.000300
23919.0,-0.000300
23920.0,-0.000300
23921.0,-0.000300
23922.0,-0.000300
23923.0,-0.000300
23924.0,-0.000300
23925.0,-0.000300
23926.0,-0.000300
23927.0,-0.000300
23928.0,-0.000300
23929.0,-0.000300
23930.0,-0.000300
23931.0,-0.000300
23932.0,-0.000300
23933.0,-0.000300
23934.0,-0.000300
23935.0,-0.000300
23936.0,-0.000300
23937.0,-0.000300
23938.0,-0.000300
23939.0,-0.000300
23940.0,-0.000300
23941.0,-0.000300
23942.0,-0.000300
23943.0,-0.000300
23944.0,-0.000300
23945.0,-0.000300
23946.0,-0.000300
23947.0,-0.000300
23948.0,-0.000300
23949.0,-0.000300
23950.0,-0.000300
23951.0,-0.000300
23952.0,-0.000300
23953.0,-0.000300
23954.0,-0.000300
23955.0,-0.000300
23956.0,-0.000300
23957.0,-0.000300
23958.0,-0.000300
23959.0,-0.000300
23960.0,-0.000300
23961.0,-0.000300
23962.0,-0.000300
23963.0,-0.000300
23964.0,-0.000300
23965.0,-0.000300
23966.0,-0.000300
23967.0,-0.000300
23968.0,-0.000300
23969.0,-0.000300
23970.0,-0.000300
23971.0,-0.000300
23972.0,-0.000300
23973.0,-0.000300
23974.0,-0.000300
23975.0,-0.000300
23976.0,-0.000300
23977.0,-0.000300
23978.0,-0.000300
23979.0,-0.000300
23980.0,-0.000300
23981.0,-0.000300
23982.0,-0.000300
23983.0,-0.000300
23984.0,-0.000300
23985.0,-0.000300
23986.0,-0.000300
23987.0,-0.000300
23988.0,-0.000300
23989.0,-0.000300
23990.0,-0.000300
23991.0,-0.000300
23992.0,-0.000300
23993.0,-0.000300
23994.0,-0.000300
23995.0,-0.000300
23996.0,-0.000300
23997.0,-0.000300
23998.0,-0.000300
23999.0,-0.000300
24000.0,-0.000300
24001.0,-0.000300
24002.0,-0.000300
24003.0,-0.000300
24004.0,-0.000300
24005.0,-0.000300
24006.0,-0.000300
24007.0,-0.000300
24008.0,-0.000300
24009.0,-0.000300
24010.0,-0.000300
24011.0,-0.000300
24012.0,-0.000300
24013.0,-0.000300
24014.0,-0.000300
24015.0,-0.000300
24016.0,-0.000300
24017.0,-0.000300
24018.0,-0.000300
24019.0,-0.000300
24020.0,-0.000300
24021.0,-0.000300
24022.0,-0.000300
24023.0,-0.000300
24024.0,-0.000300
24025.0,-0.000300
24026.0,-0.000300
24027.0,-0.000300
24028.0,-0.000300
24029.0,-0.000300
24030.0,-0.000300
24031.0,-0.000300
24032.0,-0.000300
24033.0,-0.000300
24034.0,-0.000300
24035.0,-0.000300
24036.0,-0.000300
24037.0,-0.000300
24038.0,-0.000300
24039.0,-0.000300
24040.0,-0.000300
24041.0,-0.000300
24042.0,-0.000300
24043.0,-0.000300
24044.0,-0.000300
24045.0,-0.000300
24046.0,-0.000300
24047.0,-0.000300
24048.0,-0.000300
24049.0,-0.000300
24050.0,-0.000300
24051.0,-0.000300
24052.0,-0.000300
24053.0,-0.000300
24054.0,-0.000300
24055.0,-0.000300
24056.0,-0.000300
24057.0,-0.000300
24058.0,-0.000300
24059.0,-0.000300
24060.0,-0.000300
24061.0,-0.000300
24062.0,-0.000300
24063.0,-0.000300
24064.0,-0.000300
24065.0,-0.000300
24066.0,-0.000300
24067.0,-0.000300
24068.0,-0.000300
24069.0,-0.000300
24070.0,-0.000300
24071.0,-0.000300
24072.0,-0.000300
24073.0,-0.000300
24074.0,-0.000300
24075.0,-0.000300
24076.0,-0.000300
24077.0,-0.000300
24078.0,-0.000300
24079.0,-0.000300
24080.0,-0.000300
24081.0,-0.000300
24082.0,-0.000300
24083.0,-0.000300
24084.0,-0.000300
24085.0,-0.000300
24086.0,-0.000300
24087.0,-0.000300
24088.0,-0.000300
24089.0,-0.000300
24090.0,-0.000300
24091.0,-0.000300
24092.0,-0.000300
24093.0,-0.000300
24094.0,-0.000300
24095.0,-0.000300
24096.0,-0.000300
24097.0,-0.000300
24098.0,-0.000300
24099.0,-0.000300
24100.0,-0.000300
24101.0,-0.000300
24102.0,-0.000300
24103.0,-0.000300
24104.0,-0.000300
24105.0,-0.000300
24106.0,-0.000300
24107.0,-0.000300
24108.0,-0.000300
24109.0,-0.000300
24110.0,-0.000300
24111.0,-0.000300
24112.0,-0.000300
24113.0,-0.000300
24114.0,-0.000300
24115.0,-0.000300
24116.0,-0.000300
24117.0,-0.000300
24118.0,-0.000300
24119.0,-0.000300
24120.0,-0.000300
24121.0,-0.000300
24122.0,-0.000300
24123.0,-0.000300
24124.0,-0.000300
24125.0,-0.000300
24126.0,-0.000300
24127.0,-0.000300
24128.0,-0.000300
24129.0,-0.000300
24130.0,-0.000300
24131.0,-0.000300
24132.0,-0.000300
24133.0,-0.000300
24134.0,-0.000300
24135.0,-0.000300
24136.0,-0.000300
24137.0,-0.000300
24138.0,-0.000300
24139.0,-0.000300
24140.0,-0.000300
24141.0,-0.000300
24142.0,-0.000300
24143.0,-0.000300
24144.0,-0.000300
24145.0,-0.000300
24146.0,-0.000300
24147.0,-0.000300
24148.0,-0.000300
24149.0,-0.000300
24150.0,-0.000300
24151.0,-0.000300
24152.0,-0.000300
24153.0,-0.000300
24154.0,-0.000300
24155.0,-0.000300
24156.0,-0.000300
24157.0,-0.000300
24158.0,-0.000300
24159.0,-0.000300
24160.0,-0.000300
24161.0,-0.000300
24162.0,-0.000300
24163.0,-0.000300
24164.0,-0.000300
24165.0,-0.000300
24166.0,-0.000300
24167.0,-0.000300
24168.0,-0.000300
24169.0,-0.000300
24170.0,-0.000300
24171.0,-0.000300
24172.0,-0.000300
24173.0,-0.000300
24174.0,-0.000300
24175.0,-0.000300
24176.0,-0.000300
24177.0,-0.000300
24178.0,-0.000300
24179.0,-0.000300
24180.0,-0.000300
24181.0,-0.000300
24182.0,-0.000300
24183.0,-0.000300
24184.0,-0.000300
24185.0,-0.000300
24186.0,-0.000300
24187.0,-0.000300
24188.0,-0.000300
24189.0,-0.000300
24190.0,-0.000300
24191.0,-0.000300
24192.0,-0.000300
24193.0,-0.000300
24194.0,-0.000300
24195.0,-0.000300
24196.0,-0.000300
24197.0,-0.000300
24198.0,-0.000300
24199.0,-0.000300
24200.0,-0.000300
24201.0,-0.000300
24202.0,-0.000300
24203.0,-0.000300
24204.0,-0.000300
24205.0,-0.000300
24206.0,-0.000300
24207.0,-0.000300
24208.0,-0.000300
24209.0,-0.000300
24210.0,-0.000300
24211.0,-0.000300
24212.0,-0.000300
24213.0,-0.000300
24214.0,-0.000300
24215.0,-0.000300
24216.0,-0.000300
24217.0,-0.000300
24218.0,-0.000300
24219.0,-0.000300
24220.0,-0.000300
24221.0,-0.000300
24222.0,-0.000300
24223.0,-0.000300
24224.0,-0.000300
24225.0,-0.000300
24226.0,-0.000300
24227.0,-0.000300
24228.0,-0.000300
24229.0,-0.000300
24230.0,-0.000300
24231.0,-0.000300
24232.0,-0.000300
24233.0,-0.000300
24234.0,-0.000300
24235.0,-0.000300
24236.0,-0.000300
24237.0,-0.000300
24238.0,-0.000300
24239.0,-0.000300
24240.0,-0.000300
24241.0,-0.000300
24242.0,-0.000300
24243.0,-0.000300
24244.0,-0.000300
24245.0,-0.000300
24246.0,-0.000300
24247.0,-0.000300
24248.0,-0.000300
24249.0,-0.000300
24250.0,-0.000300
24251.0,-0.000300
24252.0,-0.000300
24253.0,-0.000300
24254.0,-0.000300
24255.0,-0.000300
24256.0,-0.000300
24257.0,-0.000300
24258.0,-0.000300
24259.0,-0.000300
24260.0,-0.000300
24261.0,-0.000300
24262.0,-0.000300
24263.0,-0.000300
24264.0,-0.000300
24265.0,-0.000300
24266.0,-0.000300
24267.0,-0.000300
24268.0,-0.000300
24269.0,-0.000300
24270.0,-0.000300
24271.0,-0.000300
24272.0,-0.000300
24273.0,-0.000300
24274.0,-0.000300
24275.0,-0.000300
24276.0,-0.000300
24277.0,-0.000300
24278.0,-0.000300
24279.0,-0.000300
24280.0,-0.000300
24281.0,-0.000300
24282.0,-0.000300
24283.0,-0.000300
24284.0,-0.000300
24285.0,-0.000300
24286.0,-0.000300
24287.0,-0.000300
24288.0,-0.000300
24289.0,-0.000300
24290.0,-0.000300
24291.0,-0.000300
24292.0,-0.000300
24293.0,-0.000300
24294.0,-0.000300
24295.0,-0.000300
24296.0,-0.000300
24297.0,-0.000300
24298.0,-0.000300
24299.0,-0.000300
24300.0,-0.000300
24301.0,-0.000300
24302.0,-0.000300
24303.0,-0.000300
24304.0,-0.000300
24305.0,-0.000300
24306.0,-0.000300
24307.0,-0.000300
24308.0,-0.000300
24309.0,-0.000300
24310.0,-0.000300
24311.0,-0.000300
24312.0,-0.000300
24313.0,-0.000300
24314.0,-0.000300
24315.0,-0.000300
24316.0,-0.000300
24317.0,-0.000300
24318.0,-0.000300
24319.0,-0.000300
24320.0,-0.000300
24321.0,-0.000300
24322.0,-0.000300
24323.0,-0.000300
24324.0,-0.000300
24325.0,-0.000300
24326.0,-0.000300
24327.0,-0.000300
24328.0,-0.000300
24329.0,-0.000300
24330.0,-0.000300
24331.0,-0.000300
24332.0,-0.000300
24333.0,-0.000300
24334.0,-0.000300
24335.0,-0.000300
24336.0,-0.000300
24337.0,-0.000300
24338.0,-0.000300
24339.0,-0.000300
24340.0,-0.000300
24341.0,-0.000300
24342.0,-0.000300
24343.0,-0.000300
24344.0,-0.000300
24345.0,-0.000300
24346.0,-0.000300
24347.0,-0.000300
24348.0,-0.000300
24349.0,-0.000300
24350.0,-0.000300
24351.0,-0.000300
24352.0,-0.000300
24353.0,-0.000300
24354.0,-0.000300
24355.0,-0.000300
24356.0,-0.000300
24357.0,-0.000300
24358.0,-0.000300
24359.0,-0.000300
24360.0,-0.000300
24361.0,-0.000300
24362.0,-0.000300
24363.0,-0.000300
24364.0,-0.000300
24365.0,-0.000300
24366.0,-0.000300
24367.0,-0.000300
24368.0,-0.000300
24369.0,-0.000300
24370.0,-0.000300
24371.0,-0.000300
24372.0,-0.000300
24373.0,-0.000300
24374.0,-0.000300
24375.0,-0.000300
24376.0,-0.000300
24377.0,-0.000300
24378.0,-0.000300
24379.0,-0.000300
24380.0,-0.000300
24381.0,-0.000300
24382.0,-0.000300
24383.0,-0.000300
24384.0,-0.000300
24385.0,-0.000300
24386.0,-0.000300
24387.0,-0.000300
24388.0,-0.000300
24389.0,-0.000300
24390.0,-0.000300
24391.0,-0.000300
24392.0,-0.000300
24393.0,-0.000300
24394.0,-0.000300
24395.0,-0.000300
24396.0,-0.000300
24397.0,-0.000300
24398.0,-0.000300
24399.0,-0.000300
24400.0,-0.000300
24401.0,-0.000300
24402.0,-0.000300
24403.0,-0.000300
24404.0,-0.000300
24405.0,-0.000300
24406.0,-0.000300
24407.0,-0.000300
24408.0,-0.000300
24409.0,-0.000300
24410.0,-0.000300
24411.0,-0.000300
24412.0,-0.000300
24413.0,-0.000300
24414.0,-0.000300
24415.0,-0.000300
24416.0,-0.000300
24417.0,-0.000300
24418.0,-0.000300
24419.0,-0.000300
24420.0,-0.000300
24421.0,-0.000300
24422.0,-0.000300
24423.0,-0.000300
24424.0,-0.000300
24425.0,-0.000300
24426.0,-0.000300
24427.0,-0.000300
24428.0,-0.000300
24429.0,-0.000300
24430.0,-0.000300
24431.0,-0.000300
24432.0,-0.000300
24433.0,-0.000300
24434.0,-0.000300
24435.0,-0.000300
24436.0,-0.000300
24437.0,-0.000300
24438.0,-0.000300
24439.0,-0.000300
24440.0,-0.000300
24441.0,-0.000300
24442.0,-0.000300
24443.0,-0.000300
24444.0,-0.000300
24445.0,-0.000300
24446.0,-0.000300
24447.0,-0.000300
24448.0,-0.000300
24449.0,-0.000300
24450.0,-0.000300
24451.0,-0.000300
24452.0,-0.000300
24453.0,-0.000300
24454.0,-0.000300
24455.0,-0.000300
24456.0,-0.000300
24457.0,-0.000300
24458.0,-0.000300
24459.0,-0.000300
24460.0,-0.000300
24461.0,-0.000300
24462.0,-0.000300
24463.0,-0.000300
24464.0,-0.000300
24465.0,-0.000300
24466.0,-0.000300
24467.0,-0.000300
24468.0,-0.000300
24469.0,-0.000300
24470.0,-0.000300
24471.0,-0.000300
24472.0,-0.000300
24473.0,-0.000300
24474.0,-0.000300
24475.0,-0.000300
24476.0,-0.000300
24477.0,-0.000300
24478.0,-0.000300
24479.0,-0.000300
24480.0,-0.000300
24481.0,-0.000300
24482.0,-0.000300
24483.0,-0.000300
24484.0,-0.000300
24485.0,-0.000300
24486.0,-0.000300
24487.0,-0.000300
24488.0,-0.000300
24489.0,-0.000300
24490.0,-0.000300
24491.0,-0.000300
24492.0,-0.000300
24493.0,-0.000300
24494.0,-0.000300
24495.0,-0.000300
24496.0,-0.000300
24497.0,-0.000300
24498.0,-0.000300
24499.0,-0.000300
24500.0,-0.000300
24501.0,-0.000300
24502.0,-0.000300
24503.0,-0.000300
24504.0,-0.000300
24505.0,-0.000300
24506.0,-0.000300
24507.0,-0.000300
24508.0,-0.000300
24509.0,-0.000300
24510.0,-0.000300
24511.0,-0.000300
24512.0,-0.000300
24513.0,-0.000300
24514.0,-0.000300
24515.0,-0.000300
24516.0,-0.000300
24517.0,-0.000300
24518.0,-0.000300
24519.0,-0.000300
24520.0,-0.000300
24521.0,-0.000300
24522.0,-0.000300
24523.0,-0.000300
24524.0,-0.000300
24525.0,-0.000300
24526.0,-0.000300
24527.0,-0.000300
24528.0,-0.000300
24529.0,-0.000300
24530.0,-0.000300
24531.0,-0.000300
24532.0,-0.000300
24533.0,-0.000300
24534.0,-0.000300
24535.0,-0.000300
24536.0,-0.000300
24537.0,-0.000300
24538.0,-0.000300
24539.0,-0.000300
24540.0,-0.000300
24541.0,-0.000300
24542.0,-0.000300
24543.0,-0.000300
24544.0,-0.000300
24545.0,-0.000300
24546.0,-0.000300
24547.0,-0.000300
24548.0,-0.000300
24549.0,-0.000300
24550.0,-0.000300
24551.0,-0.000300
24552.0,-0.000300
24553.0,-0.000300
24554.0,-0.000300
24555.0,-0.000300
24556.0,-0.000300
24557.0,-0.000300
24558.0,-0.000300
24559.0,-0.000300
24560.0,-0.000300
24561.0,-0.000300
24562.0,-0.000300
24563.0,-0.000300
24564.0,-0.000300
24565.0,-0.000300
24566.0,-0.000300
24567.0,-0.000300
24568.0,-0.000300
24569.0,-0.000300
24570.0,-0.000300
24571.0,-0.000300
24572.0,-0.000300
24573.0,-0.000300
24574.0,-0.000300
24575.0,-0.000300
24576.0,-0.000300
24577.0,-0.000300
24578.0,-0.000300
24579.0,-0.000300
24580.0,-0.000300
24581.0,-0.000300
24582.0,-0.000300
24583.0,-0.000300
24584.0,-0.000300
24585.0,-0.000300
24586.0,-0.000300
24587.0,-0.000300
24588.0,-0.000300
24589.0,-0.000300
24590.0,-0.000300
24591.0,-0.000300
24592.0,-0.000300
24593.0,-0.000300
24594.0,-0.000300
24595.0,-0.000300
24596.0,-0.000300
24597.0,-0.000300
24598.0,-0.000300
24599.0,-0.000300
24600.0,-0.000300
24601.0,-0.000300
24602.0,-0.000300
24603.0,-0.000300
24604.0,-0.000300
24605.0,-0.000300
24606.0,-0.000300
24607.0,-0.000300
24608.0,-0.000300
24609.0,-0.000300
